Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track
Get You The Moon Feat Sn,Kina,10/8/2018,USSM11808093,1270,42.0,1020435750,157944,42123948,69,199282045,3250046,2193688729,21650351404,70,2225,7130025,0
Never Felt So Alone,Labrinth,4/7/2023,USSM12302165,1275,41.9,269669185,44019,21429823,67,29035288,608532,71546908,531883271,43,10042,1595888,0
Love Me Jeje,Tems,4/25/2024,USRC12400907,1274,41.9,34621656,4787,53092639,76,8346529,193964,1315,9450,104,8241,251413,0
Heather,Conan Gray,3/20/2020,USUM71924264,1276,41.8,1675083208,191604,123682546,80,138807824,3143644,142804065,755895289,105,36474,2614466,0
Come Go With Marshmello,Juice WRLD,7/9/2020,USUG12001904,1277,41.8,959313617,180366,25884639,71,135893380,1681113,9358347,37813204,55,87770,3451067,1
Love Again,Dua Lipa,3/27/2020,GBAHT1901302,1279,41.7,665464734,90805,19218236,67,419361718,3354831,29557917,296169569,104,381613,6223371,0
Bcane A Colors,Yamï¿,6/1/2023,DEXC82300032,1280,41.7,120595666,37922,4374053,69,73217073,1365919,98120656,730008954,22,7444,3106294,1
Giving Me,Jazzy,3/10/2023,GBUM72206719,1284,41.6,150463218,44298,37322737,67,57191900,289311,19724036,275361521,55,55943,1009861,0
What Do You Mean,Justin Bieber,11/20/2011,USUM71511919,1282,41.6,1599742798,137106,54447816,74,2719936771,14654354,21325500,155713369,272,83466,6038700,0
Bailando English Version,Enrique Iglesias,1/1/2014,GBUM71401975,1289,41.5,218205900,28233,7288674,50,3559338569,11289750,7120449,81433215,23,617,1719741,1
,Jazzdauren,3/1/2024,RUAGV2400963,1287,41.5,2902263,968,474517,56,77405121,532621,304392,10302500,11,8,904938,0
Tv,Billie Eilish,7/21/2022,USUM72213724,1285,41.5,572602278,80064,39873526,76,115201405,1469402,17523049,104843270,53,5214,1521109,0
Tiroteo Remix,Marc Seguï¿,4/1/2021,USWL12100143,1288,41.5,654941874,83163,29637614,75,556407060,2672779,17542951,187609192,65,26498,2646335,0
Pushin P,Gunna,1/7/2022,QMCE32200039,1291,41.4,368155242,125521,25605777,65,99364654,1057381,2277982,17698609,59,94466,652382,1
Take Me To Church,Hozier,9/16/2013,IEACJ1300031,1293,41.4,2544489950,238611,69693570,78,1690342490,16798785,35030283,261203495,172,282,29306436,0
Its You,Ali Gatie,6/14/2019,USWB11901154,1292,41.4,1123039235,140766,29272883,72,763620890,9727420,81833797,590573342,67,28821,4561219,0
Love Lee,AKMU,8/21/2023,KRA402300033,1294,41.4,72468277,10736,4247248,65,143446620,1074996,105772835,1060502179,10,2373,257725,0
Venom Music From The Motion Picture,Eminem,8/31/2018,USUM71813345,1290,41.4,788282679,139716,24601490,68,872454191,11385109,566011362,5580305533,17,486,4124065,1
Basit Numaralar,Zerrin ï¿½ï¿,8/4/2023,TRBTU2300129,1299,41.3,57370965,7149,2238082,58,215435066,698761,7122446,297307993,8,10610,714127,0
Karma,Taylor Swift,10/21/2022,USUG12205717,1297,41.3,777305444,47435,45285568,75,97902815,1779726,112157506,937766809,63,31306,1124725,1
The Painter,Cody Johnson,8/11/2023,QMCQK1900300,1298,41.3,107754524,16004,19123002,66,11577220,74756,6216569,53554260,25,137184,332849,0
Vista Al Mar,Quevedo,9/9/2022,ZZOPM2239784,1303,41.2,511726944,74845,23960314,68,182250623,931096,14320250,193905770,15,12969,596476,0
All The Stars With Sza,Kendrick Lamar,1/4/2018,USUM71713947,1304,41.2,1638529683,207686,66120497,82,633789787,5683859,33196158,211875110,152,10256,8746447,1
X,21 Savage,7/15/2016,QZ45A1600041,1302,41.2,581220786,115125,20776088,65,365678540,2841760,4912,98210,94,1992,1739069,1
Crazyz,Fuerza Regida,10/20/2023,QZ9QQ2300772,1314,41.1,202633616,12683,18918954,78,117472301,623131,172878,1541896,11,19,564296,1
Passionfruit,Drake,3/18/2017,USCM51700072,1309,41.1,1625307365,288559,72837714,77,410329826,2747230,144066647,907498533,241,26825,5160420,0
Like Crazy,Jimin,3/24/2023,USA2P2251865,1308,41.1,1165398518,16425,22818507,84,139608215,4239579,5827931,25133495,20,7682,830091,0
I Dont Wanna Live Forever Fifty Shades D,ZAYN,12/9/2016,USQ4E1602586,1312,41.1,1662288901,129306,54219735,75,1049659880,9224750,1982231,6028763,130,33652,11706559,0
What It Is Solo Version,Doechii,3/17/2023,USUG12301967,1311,41.1,308738277,38674,36667220,70,77532151,1140208,103987020,1174579945,29,1879,759382,1
Bad And Boujee,Migos,10/28/2016,QMCE31600796,1307,41.1,936450891,173279,29410941,66,59661695,602296,45438518,288759827,194,13967,6813172,1
Subeme La Radio,Enrique Iglesias,2/24/2017,USRC11700058,1313,41.1,706158416,87667,24084151,65,1601099483,7360323,28595817,233419445,76,67073,7039145,0
Soak City Do It,310babii,6/3/2023,QZK6G2375527,1310,41.1,128855739,26723,26216067,65,17779741,246939,159054107,1598512701,14,1318,2066168,1
The Woo,Pop Smoke,7/3/2020,USUM72013367,1319,41.0,560691819,166545,26349705,65,303897464,2717884,11579283,79349687,74,141789,1879880,1
Cheerleader Felix Jaehn Remix Radio Edit,OMI,5/20/2014,USUS11202574,1318,41.0,1663491433,49556,9366950,52,1569239627,8709566,7776168,60584088,267,16437,23811147,0
Wrecking Ball,Miley Cyrus,1/1/2013,USRC11301214,1316,41.0,930004605,113036,73538856,73,1694450676,11543620,110364036,1460975398,168,91227,10011230,0
Stuck With U With Justin Bieber,Ariana Grande,5/8/2020,USUM72009644,1321,40.9,1120501187,116269,56772519,73,433277837,6197761,84906720,561421880,154,124491,4103756,0
Shes All I Wanna Be,Tate McRae,2/4/2022,USRC12103120,1324,40.8,452628341,58658,18026092,71,107628561,1112016,27518167,230696336,90,288272,2526560,0
Oh My God,Adele,11/19/2021,USSM12105973,1327,40.8,562200390,66469,27321505,68,175552661,2085739,28692207,324045421,143,203961,3418829,0
Ispy,KYLE,12/2/2016,USAT21700378,1325,40.8,960430911,121478,17895084,64,686017624,5762838,49211923,318342595,61,5,4583248,1
I Am,IVE,4/10/2023,QM4TX2337764,1326,40.8,269067890,20356,8290715,71,256133933,2369761,53293582,473159481,34,4050,523507,0
Midnight Sky,Miley Cyrus,8/14/2020,USRC12002653,1323,40.8,629372240,86326,19484618,66,301362454,2670514,33434126,286126363,199,431736,4783852,0
Andrea,Bad Bunny,5/6/2022,QM6MZ2214893,1335,40.7,432885913,51912,12241438,71,321888868,1818193,152132878,1232405599,14,2673,901897,1
Ric Flair Drip With Metro Boomin,Offset,10/30/2017,QZ45A1700064,1338,40.7,1506766477,257640,63705857,80,392508024,2837908,16735833,127112835,93,1543,3628434,1
D,Teya Dora,3/22/2023,FRX202362720,1332,40.7,125289731,25929,2777533,65,150869846,2405158,69237529,855679980,20,1302,6583285,0
Safaera,Bad Bunny,2/29/2020,QM4TX2030965,1331,40.7,868744690,116275,31273843,70,491413241,3414196,112367323,989597627,125,20107,2268804,1
Baby,Justin Bieber,1/1/2010,USUM70919263,1337,40.7,952635214,136655,76732478,76,3312260344,26679549,131384412,1174409085,90,15322,4413818,0
On Bs,Drake,11/4/2022,USUG12208600,1333,40.7,253540951,82934,17735363,67,22665894,368326,72901216,494336128,17,1,508529,1
Love Again,The Kid LAROI,1/27/2023,USSM12211461,1342,40.6,215466975,44476,12164093,62,28993149,455224,3567265,65897455,44,140425,982555,0
Lagunas,Peso Pluma,6/22/2023,QM7282306255,1339,40.6,301396080,23886,6601410,74,85636375,455525,29951984,232731548,7,66,728319,1
Narcotics With Bryant Myers,Dei V,9/14/2023,QZWA32200363,1344,40.6,154018930,23281,12418680,73,107103779,554779,23928767,207698391,13,63,477640,1
The Feels,TWICE,10/1/2021,US5TA2100080,1346,40.5,431638330,43727,10543105,66,564641494,7674539,351794036,2323894242,33,10156,910474,0
Someone Like You,Adele,1/18/2011,GBBKS1000351,1345,40.5,1925879064,211527,80288449,75,759564393,4034527,46563916,401049702,249,56055,14474611,0
Oh U Went,Young Thug,6/23/2023,USAT22306750,1347,40.5,112624663,43943,22872664,64,23464236,338591,3366841,39562107,53,75872,781033,1
High Fashion,Roddy Ricch,12/6/2019,USAT21906985,1351,40.3,538059363,113736,16354487,65,215454028,1626950,175055656,1413496668,85,225193,2942911,1
We Paid,Lil Baby,2/28/2020,USUG12000092,1353,40.3,417634388,128536,20047619,68,507681327,3069325,24869947,174604275,73,93187,1966892,1
Boss Bitch,Doja Cat,1/23/2020,USAT21907355,1352,40.3,878349171,126275,47587177,70,522643821,6171768,497520292,3582425112,107,12503,3613901,0
Ballena,Vulgo FK,7/13/2023,BRRGE2300535,1354,40.3,174583156,28303,9617276,66,160585664,1054820,14352909,181541988,20,17,183816,0
Locked Away,R. City,6/29/2015,USRC11501369,1355,40.3,990518773,143056,48490958,75,1273135552,7854653,48742043,348767238,101,65547,17627794,0
Tal Vez,Paulo Londra,4/3/2019,USWL11900063,1350,40.3,751585271,75691,21188829,67,1245024291,7965155,23744405,173903141,28,7496,1591441,0
The Remedy For A Broken Heart Why Am I So In Love,XXXTENTACION,3/16/2018,USUG11800488,1359,40.2,959078765,142939,25725853,69,402582220,5401876,96702547,955370530,23,24,3685380,1
Beautiful Mistakes,Maroon 5,3/3/2021,USUM72103449,1362,40.2,730200775,93856,28511210,71,313682727,2530483,7430636,79067338,156,2388,4208553,0
Cynical,twocolors,6/30/2023,DEUM72307092,1363,40.2,112737954,20339,47189903,41,37013758,255685,12949,119315,26,154407,1934390,0
Robarte Un Beso,Carlos Vives,7/28/2017,USSD11700301,1361,40.2,658225560,53101,23936663,72,1852547490,5711737,7565426,79388652,47,16167,2853977,0
For My Hand,Burna Boy,7/1/2022,USAT22204903,1366,40.1,264048274,62386,29271052,65,170657868,1096724,21294580,377028109,89,30156,2763102,0
Cowgirls,Morgan Wallen,3/3/2023,USUG12300827,1371,40.1,266560481,31680,27441895,81,40534712,139755,8320521,103569548,26,31216,357979,0
Til You Cant,Cody Johnson,6/11/2021,QMCQK1900137,1364,40.1,258769609,48619,12448112,68,145224400,822234,11065564,116117655,37,332754,1449353,0
Hass Hass,Diljit Dosanjh,10/27/2023,INW262318603,1370,40.1,106514756,10191,8686387,70,148785957,1400528,982,15940,13,2009,289631,0
You Got It,Vedo,3/6/2020,USUYG1299206,1367,40.1,378584974,56415,7671267,64,116036942,1608398,663072442,5568445890,24,511,2143649,1
Kaavaalaa From Jailer,Shilpa Rao,7/6/2023,QMBZ92319256,1373,40.0,94518210,5151,4767067,61,280887419,2258912,4825083,100368952,6,301,185739,0
Me Or Sum,Nardo Wick,11/29/2021,USRC12103471,1374,40.0,169074195,77071,7941140,59,121560768,904837,28448143,214484764,27,68575,1161965,1
Youre Welcome,Dwayne Johnson,11/18/2016,USWD11677860,1372,40.0,551115166,57721,18005001,66,1771543816,5769300,49656709,392249223,66,1063,884422,0
La Noche De Anoche,Bad Bunny,11/27/2020,QMFME2066840,1376,39.9,990189999,120639,37168821,71,354318464,2521106,27563213,229672086,134,34273,1742777,0
Billete Grande En Vivo,Fuerza Regida,8/2/2022,USDXS2202642,1377,39.9,309329645,30705,7109920,68,368079858,1155888,36054151,375768071,6,4,1175463,0
Royals,Lorde,1/1/2012,NZUM71200031,1386,39.8,1232502989,163195,59733007,73,349747981,2670057,21267910,198680803,195,202396,16239587,0
Charm,Rema,4/26/2023,NGA3B2314006,1387,39.8,111124873,35929,7199181,65,103077029,789321,24751762,291086000,64,9139,2072597,1
Mon Amour Remix,zzoilo,8/18/2021,ES5702101693,1381,39.8,689939531,101479,31506074,72,83908765,706081,172282438,1903513450,73,83176,3833227,0
Adan Y Eva,Paulo Londra,11/5/2018,USWL11801206,1383,39.8,915772593,85897,24226776,70,1320370692,7869990,13302015,107834415,45,10796,2131758,0
No Lie,Sean Paul,1/1/2015,GBUM71604557,1384,39.8,1162659862,180669,44962652,76,1613180283,10775520,118826179,1580838186,86,43960,13852674,0
The Astronaut,JIN,10/28/2022,USA2P2230326,1382,39.8,422186660,12509,19653160,79,111977553,5607295,60752690,296725035,10,17017,16922782,0
Gogo Dance,El Alfa,4/7/2022,QM4TX2261587,1385,39.8,122568157,29662,6577251,64,208114605,1550438,817858920,9097455103,7,4532,1211590,1
Komang,Raim Laode,8/17/2022,SGB502228663,1378,39.8,329763216,16110,3893973,70,98333231,661439,293982530,3870057710,7,3265,108281,0
The Spectre,Alan Walker,9/15/2017,NOG841713010,1395,39.7,428110164,67602,15209777,67,1517036583,14141233,157496340,1924971468,25,8689,3283494,0
Darari,TREASURE,2/15/2022,KRA402100151,1396,39.7,224285122,23891,5328396,63,171821740,3263544,181066454,1829158410,9,8636,869565,0
Ferxxo 100,Feid,6/3/2022,USUM72209716,1392,39.7,444613276,56678,17366565,73,328723503,1532631,13349051,179088549,29,10234,872227,0
Shower,Becky G,1/1/2014,USRC11400866,1390,39.7,809840469,110573,53838139,73,550108518,5249510,356438722,2999189391,57,3969,5450599,0
Cooped Up With Roddy Ricch,Post Malone,5/12/2022,USUM72208020,1401,39.6,327011836,76622,17496536,62,116596146,1210310,17826536,258017332,38,117371,1443587,1
Friends,Marshmello,1/1/2015,GBAHS1800025,1399,39.6,1436709386,148480,33658538,70,1135381625,14015049,86991331,930637366,121,20897,11299124,1
Fina,Bad Bunny,10/13/2023,QMFME2364183,1398,39.6,226576178,32219,19829075,78,37510571,455214,10845422,92737977,31,3898,335905,1
315 Breathe,Russ,5/21/2021,TCAFO2147109,1406,39.5,303510160,72865,7583638,72,153123397,1415230,208703319,2457741991,3,895,1253652,1
Love Me Again,V,8/11/2023,USA2P2339030,1402,39.5,626153696,13455,18636467,82,95442324,4491977,54975210,335526234,7,3016,377532,0
Down Under,Luude,11/19/2021,AUDCB1701966,1403,39.5,315606874,125064,22299331,60,43371856,337831,79193751,952538696,53,39143,2008349,0
Like That,Doja Cat,11/7/2019,USRC11902288,1405,39.5,510302007,74416,19414789,66,459871445,4568451,236793401,1918118365,69,225,3413408,1
Control,Zoe Wees,3/13/2020,GB2DY2000093,1407,39.5,457848626,81641,24075887,66,246089222,2528574,222895441,1783816089,52,180385,6554675,0
Push Up Original Mix,Creeds,12/21/2022,NLCK42223782,1409,39.4,83801298,78156,5245976,58,6012738,158095,10568923,162010933,18,6228,2821192,0
Dancin Krono Remix,Aaron Smith,11/7/2014,QMLA71400326,1411,39.4,856908437,163911,32032973,71,937887038,8642499,210711962,2116323580,73,12133,20060916,0
Goosebumps Remix,Travis Scott,1/15/2021,USSM12100202,1410,39.4,767502068,142094,65054729,70,144061936,1059407,43689472,505442832,169,175719,4082559,1
Die For You,Joji,11/4/2022,USWB12203732,1412,39.4,363300065,74276,30821017,71,77291326,1109516,41196230,352701529,36,20078,601440,0
Sc9,Yahir Saldivar,2/1/2024,QZDA52413180,1415,39.3,63296147,2994,12621491,64,57626164,476570,1797826,19883744,2,7,472289,1
We Are Young Feat Janelle M,fun.,9/20/2011,USAT21101399,1414,39.3,1143172586,216588,73069486,72,213210779,1991783,40627736,302798025,135,255508,18822823,0
My Head My Heart,Ava Max,9/18/2020,USAT22007121,1413,39.3,518293446,72376,41025788,69,312305062,2892320,9248105,76367154,159,303037,5212093,0
Deep End,Fousheï¿,7/31/2020,USRC12002568,1417,39.2,277505000,76388,9447547,56,126075119,2454637,332625712,3120170735,108,48728,7454274,1
Mi Bello Angel,Natanael Cano,6/30/2023,USWL12301027,1421,39.1,349522530,23359,14819855,76,146063277,734128,9061160,55484022,19,1264,389913,1
Si Veo A Tu Mam,Bad Bunny,2/29/2020,QM4TX2030842,1423,39.1,817199682,92013,18868123,70,741912041,6429361,72202454,555577986,50,13012,1368659,0
18002738255,Logic,4/28/2017,USUM71702778,1427,39.0,1332154389,155866,27988875,67,731296296,9138105,26348380,176473936,114,286,6612245,1
After Hours,The Weeknd,2/19/2020,USUG12000586,1424,39.0,942637026,146801,30163694,75,335729967,2785787,65547896,663247978,77,6999,5916135,0
The Middle,Zedd,1/23/2018,USUM71800463,1432,38.9,1503269550,135666,65498300,72,377475040,3036719,11239779,92310567,207,266988,8500939,0
Pompeii,Bastille,1/1/2013,GBAAA1200795,1434,38.9,1590278292,259895,65869505,71,892426661,6706344,72385788,587669621,153,146538,14002280,0
Hymn For The Weekend Seeb Remix,Coldplay,12/4/2015,GBAYE1600763,1429,38.9,652636187,66904,13714193,62,2311416671,17336274,14723222,176024075,64,11349,2288631,0
Lonely With Benny Blanco,Justin Bieber,10/16/2020,USUM72019170,1431,38.9,820172575,119464,35423440,66,236628412,5627099,26272592,261554607,152,189979,3795632,1
Hold On,Justin Bieber,3/5/2021,USUM72102322,1433,38.9,749776475,98447,21788917,65,255815308,3672693,27478023,250017692,129,162314,1953031,0
I Like It,Cardi B,4/6/2018,USAT21801431,1439,38.8,1624314065,175421,77421150,72,50292845,526148,103052825,1060409911,331,117778,53850,1
8 Parche,Baani Sandhu,9/12/2019,FR96X1934664,1436,38.8,96829196,9383,1730849,58,1058000530,6138968,56260142,840026921,3,136,242965,0
Thank God,Travis Scott,7/28/2023,USSM12305005,1440,38.8,159483318,53828,5159560,68,22293256,275511,360654,3252732,14,160,301658,1
Home,Edith Whiskers,10/16/2020,GBVHN2000009,1441,38.8,382143321,98433,18158287,65,97046738,1206503,1773657538,12626614888,7,116,3370245,0
The London,Young Thug,5/23/2019,USAT21903320,1438,38.8,729825680,155380,26351002,62,286183927,2353107,5970654,63035109,90,65842,2792929,1
Si Te Pudiera Mentir,Calibre 50,8/16/2019,QM2EJ1500417,1444,38.7,497062969,39746,21866121,69,1089614100,3109366,63170710,774581354,16,12701,1647173,0
Tell Em,Cochise,5/28/2021,USSM12103018,1442,38.7,499262863,156928,20525072,70,131002845,1651190,100113236,685647449,22,272,3065126,1
Close Eyes,DVRST,2/1/2021,QZHN82186053,1448,38.6,495840131,118862,32562324,70,387463291,5208321,241463961,2643309542,27,1608,3204964,1
Please Me,Cardi B,2/15/2019,USAT21811659,1449,38.6,551035247,58065,19199798,70,709288321,7563367,38208611,244717002,42,51761,2677590,1
El Hijo Mayor,Junior H,5/20/2022,USWL12200441,1450,38.6,357445095,30881,19190261,71,402629804,1360903,53362153,717809876,6,10,686504,1
La Fama,ROSALï¿½,11/11/2021,USSM12107750,1453,38.5,459476092,79169,20678333,69,301677718,2245842,38358977,399821879,87,63710,3574604,0
Til Further Notice,Travis Scott,7/28/2023,USSM12305020,1451,38.5,133152051,55843,7668430,71,10008757,138349,964979,7150381,8,41,478358,1
Poblado Remix,J Balvin,6/18/2021,QZ5BF1600040,1454,38.5,347951927,60696,17980948,61,597413972,2596959,6485132,91298035,78,21323,1143010,0
Lokera,Rauw Alejandro,7/25/2022,USSD12200700,1452,38.5,656416971,74344,55382119,75,58769088,325798,109562958,1039707434,75,35346,1394827,1
Cardigan,Taylor Swift,7/24/2020,USUG12002836,1458,38.4,1307283069,94169,67796903,80,250157022,3792791,374412871,2941268049,131,54624,4686324,0
See You Again,"Tyler, The Creator",7/21/2017,USQX91701275,1456,38.4,1610423351,283537,75314202,84,345975070,4492100,153478678,832654007,99,5055,3197618,1
Amanece,Anuel AA,12/14/2018,USDXS1806044,1457,38.4,784096553,80071,22684253,77,979304024,4295929,8119129,98951834,31,7211,1503816,0
La Inocente,Mora,4/1/2022,QM4TX2252954,1461,38.4,736983718,92256,38659924,76,97778011,619019,74611902,559279404,42,20516,1849683,1
Chicago Freestyle,Drake,5/1/2020,USUG12001407,1462,38.3,763384135,200270,32837352,72,182844852,1503848,958715,5371997,61,146,1880744,1
Johnny Dang With Paul Wall Drodi,That Mexican OT,5/26/2023,USUG12303409,1466,38.3,128049237,42334,16862073,68,66669093,735494,19391143,184180412,25,15193,847635,1
Sclass,Stray Kids,6/2/2023,US5TA2300034,1465,38.3,207857363,14268,6924859,70,202184485,3376954,290304541,1571240092,20,1339,452274,0
Gaslight,INJI,4/14/2022,QZHN32201081,1463,38.3,17756452,8421,1500039,48,1602919,27727,260882262,5068567775,1,267,186114,1
Die Young,Sleepy Hallow,5/25/2022,USRC12201686,1464,38.3,245406516,75951,9524862,60,53569545,636003,11956224,85005540,12,4801,358116,1
Vente Pa Ca,Ricky Martin,9/22/2016,USSD11600252,1467,38.2,613961293,57564,22110798,66,2008509134,5299342,59964525,416104248,70,13945,4173066,0
Cant Tame Her,Zara Larsson,1/26/2023,USSM12210918,1473,38.2,159051363,31456,22058380,62,36559555,374415,13209435,214685378,62,181938,1293372,0
Vibez,DaBaby,9/27/2019,USUM71919281,1470,38.2,432315500,95756,16692750,59,161619855,1879161,146241546,1119929038,38,44945,1172142,1
Se Grita,Morad,5/12/2023,QM6N22330624,1474,38.2,142131977,47009,7163568,69,81587375,506426,28652947,274170598,10,2627,1158542,1
Hyaena,Travis Scott,7/28/2023,USSM12305004,1468,38.2,137071285,47247,5437356,68,16951175,234706,740328,5731192,9,360,105824,1
Kick Back,Kenshi Yonezu,10/12/2022,JPU902203702,1469,38.2,360816226,61627,7633366,70,171459970,1769697,120113199,1353881739,35,2928,486018,0
Mai,Milo j,11/30/2023,UYB282384010,1471,38.2,163958167,12417,15958224,76,86105258,868068,327781,1805126,2,156,478702,0
Truth Or Dare,Tyla,12/1/2023,USSM12308650,1480,38.1,91143676,13407,30382319,77,31174494,570689,8970312,95419062,58,49386,704867,0
Just The Way You Are,Bruno Mars,7/20/2010,USAT21001269,1477,38.1,2099862852,233719,148404419,79,2218318671,10649958,48743057,411934018,174,331536,9609553,0
Rasputin,Majestic,2/26/2021,DEE862100256,1481,38.1,613000788,152363,73448130,73,68681033,645892,88996,1560809,124,134879,3038650,0
If The World Was Ending Feat Julia Michaels,JP Saxe,10/17/2019,USQX91902708,1483,38.1,1145402792,134427,81562006,69,96493850,756954,147160931,947802755,179,131938,3815615,0
How Far Ill Go From Moana,Alessia Cara,10/28/2016,USWD11677601,1476,38.1,740261910,49852,13088456,58,341087439,2812967,5148211,26579876,72,10652,3721475,0
,Hoshimachi Suisei,3/23/2024,JPV752408464,1482,38.1,21255074,1754,3985309,70,60877749,97240,553713,5326500,2,38,41209,0
Heartless,The Weeknd,11/27/2019,USUG11904007,1486,38.0,975754682,137196,28066964,73,222977264,2542926,30592047,210080661,99,105042,2433408,1
Mirrors,Justin Timberlake,1/1/2013,USRC11300059,1487,38.0,1047154254,168622,53352470,74,1401802614,7138440,259542276,2060063173,106,85485,14564665,0
We Fell In Love In October,girl in red,1/1/2018,GBKPL1828677,1490,38.0,1034272727,201381,54919566,77,235190444,4584548,313991722,2226783393,37,1675,2050181,0
Sorry Not Sorry,Demi Lovato,7/11/2017,USUM71707196,1489,38.0,1156601592,78398,28404966,67,782935937,6789404,39636079,278587450,60,62717,3291558,1
Where Did You Go,Jax Jones,1/26/2022,GBUM72108841,1488,38.0,389547230,65208,36265310,70,50898391,293996,6446277,124607839,114,268879,3930598,0
The Lazy Song,Bruno Mars,10/5/2010,USAT21001886,1496,37.9,950810060,151801,51937840,72,2903165526,16099406,89468350,852185637,66,121835,5749737,0
Sex Sounds,Lil Tjay,10/11/2019,USSM11909049,1495,37.9,413974601,110016,7011141,69,157947172,1678467,57769616,438050984,9,159,2444154,1
Despus De La P,Bad Bunny,5/6/2022,QM6MZ2214876,1493,37.9,542751537,67763,20306682,71,195610806,1623280,87866614,803525888,28,18652,1359456,0
Asiwaju,Ruger,11/14/2022,GBARL2202349,1498,37.9,108133711,34390,4480387,18,122293855,619448,13992725,173486714,35,6133,2409680,1
Sticky,Drake,6/17/2022,USUG12204888,1492,37.9,253177498,83779,16621189,66,79370407,913062,62240027,612598555,40,2011,1006549,1
Centuries,Fall Out Boy,9/9/2014,USUM71412644,1501,37.9,1184571362,180715,48698123,75,829829470,7984888,28001951,254037168,71,54050,5556481,0
What Makes You Beautiful,One Direction,1/1/2011,GBHMU1100018,1494,37.9,1265397717,175809,81950675,80,1864674236,16322948,69075817,437246025,132,130026,7288548,0
